ID,sentence,labels,isBGC
HalfMibigHalfGenome_2351,Cluster_1192257 EC:6.2.1.3 EC:1.4.1.4 Cluster_0246073 Cluster_0455485 Cluster_1657817 EC:2.1.1.77 Cluster_0349211 EC:2.3.1.181 Cluster_0631098 Cluster_0750702 Cluster_0165691 Cluster_0608304 Cluster_1456222 EC:3.6.3.17 Cluster_1249187 EC:6.2.1.3 Cluster_1465054 Cluster_1872105 Cluster_0337435 Cluster_0536321 Cluster_1247321 Cluster_0065045 EC:3.1.2.14 Cluster_0742401 Cluster_0661505 Cluster_0601108 EC:1.14.13.143 Cluster_1747296 Cluster_1389436 Cluster_0186891 Cluster_1315185 Cluster_1264845 Cluster_0932786 Cluster_0614120 Cluster_1722574 Cluster_1092072 Cluster_0061640 EC:3.1.4.14 Cluster_1416147 Cluster_0393170 Cluster_1049059 Cluster_0257405,Non,No
HalfMibigHalfGenome_2352,Cluster_1175500 Cluster_0704649 Cluster_0595720 Cluster_1462955 Cluster_1513875 EC:2.7.7.24 Cluster_0451705 Cluster_0509958 Cluster_0194611 EC:2.3.1.47 Cluster_0791422 Cluster_0951584 Cluster_1100395 Cluster_0898690 Cluster_1858213 Cluster_0144626 EC:2.1.1.77 Cluster_0507048 Cluster_0311497 Cluster_0426354 Cluster_1609881 Cluster_0497133 Cluster_1066892 Cluster_0970525 Cluster_1159173 Cluster_0924430 Cluster_1159173 Cluster_1412383 Cluster_0539101 EC:1.5.1.42 Cluster_1453232 Cluster_1275231 Cluster_1605037 Cluster_1245317 Cluster_1332266 Cluster_0020279 Cluster_1709456 Cluster_1765688 Cluster_0440399 Cluster_0264961 Cluster_0689182 Cluster_0566414 Cluster_1574661 Cluster_0795317 Cluster_1320861 EC:2.7.7.58 Cluster_1099056 Cluster_0640161 Cluster_0473999 EC:3.11.1.1 Cluster_0375941 EC:6.1.2.2 Cluster_0537012 Cluster_1338340 Cluster_0681820 Cluster_1105076 Cluster_0928655 Cluster_0241298 Cluster_0001234 EC:1.17.7.4 Cluster_1374484,Non,No
HalfMibigHalfGenome_2353,Cluster_1721143 Cluster_0512425 Cluster_1207787 Cluster_0309426 Cluster_0108263 Cluster_1668388 Cluster_0420071 Cluster_1333981 Cluster_1809265 Cluster_1212783 Cluster_1555084 Cluster_0664101 Cluster_0165693 Cluster_0255497 Cluster_0320514 Cluster_1682303 Cluster_1897071 EC:5.5.1.2 Cluster_0950060 Cluster_0183139,Non,No
HalfMibigHalfGenome_2354,Cluster_0787096 Cluster_1021965 Cluster_0815340 Cluster_0496611 Cluster_1072311 EC:2.3.1.94 Cluster_1127424 Cluster_1649956 Cluster_1338377 EC:3.5.4.9 Cluster_0165805 Cluster_0777676 Cluster_0805550 EC:1.8.4.11 Cluster_0289943,Non,No
HalfMibigHalfGenome_2355,Cluster_0140676 Cluster_0014927 Cluster_1704211 EC:2.3.1.86 Cluster_1154133 EC:2.5.1.19 Cluster_0643386 Cluster_1589497,Non,No
HalfMibigHalfGenome_2356,EC:2.3.1.54 Cluster_1633240 Cluster_1217882 EC:2.3.1.179,Non,No
HalfMibigHalfGenome_2357,Cluster_0900666 Cluster_0478960 Cluster_1088987 Cluster_1674122 Cluster_1017297 Cluster_1013528 Cluster_0963481 Cluster_0985905 EC:2.4.1.13 Cluster_1293236 Cluster_1374164 Cluster_0060061 Cluster_1440759 Cluster_0247045 Cluster_0550093 Cluster_0704639,Non,No
HalfMibigHalfGenome_2358,Cluster_1651630 Cluster_0380130 Cluster_1274220 Cluster_0741307 Cluster_1722574 Cluster_0032173 Cluster_1358881 Cluster_1855158 Cluster_0194892 EC:2.7.8.7 Cluster_1354795 Cluster_1608035 Cluster_1192488 Cluster_0792386 Cluster_0055724 Cluster_1530014 Cluster_1555096 Cluster_0729244 Cluster_0096614 Cluster_0373223 Cluster_0127546,Non,No
HalfMibigHalfGenome_2359,Cluster_1327710 Cluster_1200714 Cluster_1760289,Non,No
HalfMibigHalfGenome_2360,EC:1.13.11.46 Cluster_1722574 Cluster_1727971 Cluster_1053944 Cluster_1862374 Cluster_0978286 Cluster_1794335 Cluster_1125707 Cluster_1787751 Cluster_0182855 EC:2.6.1.87 EC:3.6.3.44 Cluster_1354201 Cluster_0468432 Cluster_1232076 Cluster_0057857,Non,No
HalfMibigHalfGenome_2361,EC:2.3.1.178 EC:6.3.1.1 Cluster_0820569 Cluster_0820450 Cluster_1674332 Cluster_0702543,Non,No
HalfMibigHalfGenome_2362,Cluster_1809265 Cluster_0706896 Cluster_1053581 Cluster_1813230 Cluster_0205687 EC:6.2.1.3 Cluster_1068343 Cluster_0519424 Cluster_0313611 Cluster_1172800 Cluster_1137838 Cluster_0551216 Cluster_0030190 Cluster_1021952 Cluster_0662338 EC:1.1.1.332 EC:2.3.1.165,Non,No
HalfMibigHalfGenome_2363,EC:2.3.1.157 EC:4.2.2.n1 Cluster_0671455 Cluster_0795970 EC:3.1.2.14 Cluster_0304335 Cluster_0141231 Cluster_0107208 Cluster_1533498 Cluster_1218646,Non,No
HalfMibigHalfGenome_2364,Cluster_0676762 EC:2.4.1.58 Cluster_1658632 Cluster_0067576 Cluster_0181232 Cluster_1081185 Cluster_1159173 Cluster_1526134 EC:2.9.1.1 Cluster_1836248 Cluster_0099809 Cluster_1472157 Cluster_0327342 Cluster_0753697 Cluster_0451180 Cluster_1044407 Cluster_0579131 EC:2.4.1.13 Cluster_1366176 Cluster_0465771 Cluster_1180904 EC:3.1.21.3 EC:2.7.1.12,Non,No
HalfMibigHalfGenome_2365,Cluster_0603523 Cluster_1420133 EC:2.3.1.94 Cluster_1243849 Cluster_0905857 Cluster_1159173 Cluster_0671965 Cluster_0165677 Cluster_0972343,Non,No
HalfMibigHalfGenome_2366,Cluster_1373659 EC:2.5.1.29 Cluster_0242179 Cluster_1313506 Cluster_0386495 Cluster_0578224 Cluster_0919043 Cluster_0040249 EC:6.3.1.15 Cluster_0247449,Non,No
HalfMibigHalfGenome_2367,EC:3.1.11.6 Cluster_0152947 Cluster_1307201,Non,No
HalfMibigHalfGenome_2368,Cluster_1801398 Cluster_1714433 Cluster_1362615 Cluster_0907580 EC:2.8.1.10 Cluster_1596802 Cluster_1742516 Cluster_0252035 EC:2.1.1.104 Cluster_0624408,Non,No
HalfMibigHalfGenome_2369,Cluster_1442696 Cluster_1038213 EC:2.4.1.182 Cluster_1344635 Cluster_1347807 EC:6.2.1.3 Cluster_0562626 Cluster_1191636 Cluster_1567048 Cluster_0483172 Cluster_0119930 Cluster_0913370 Cluster_0335848 Cluster_0112525 Cluster_0275239 EC:6.3.2.8 Cluster_1502306 Cluster_1863392 Cluster_0575282 EC:2.3.1.234,Non,No
HalfMibigHalfGenome_2370,EC:2.7.13.3 Cluster_1199471 Cluster_1302529 Cluster_0117962 Cluster_0620867 Cluster_0265978 Cluster_0094009,Non,No
HalfMibigHalfGenome_2371,Cluster_0650173 Cluster_0787799 Cluster_0312547 EC:1.2.1.19 Cluster_0692706 Cluster_0425709 Cluster_0597349 Cluster_1682062,Non,No
HalfMibigHalfGenome_2372,Cluster_0574732 Cluster_1542754 EC:3.1.1.47 Cluster_0615876 EC:6.2.1.3,Non,No
HalfMibigHalfGenome_2373,Cluster_1605056 Cluster_0430221 Cluster_0045971 EC:5.4.2.8 Cluster_1406014 Cluster_1676300 Cluster_0470740 Cluster_1266069 Cluster_0326181 Cluster_0515642,Non,No
HalfMibigHalfGenome_2374,Cluster_1159605 EC:6.2.1.3 Cluster_1288538 Cluster_1087948 EC:2.2.1.2 Cluster_1641406 Cluster_0275871 Cluster_0011525 Cluster_1300236 Cluster_0121679 Cluster_1564772 Cluster_1028030 Cluster_1656315 Cluster_1106552 Cluster_0273828 Cluster_1783926 Cluster_1424879 Cluster_0421823,Non,No
HalfMibigHalfGenome_2375,Cluster_1640336 Cluster_1728512 Cluster_0276493 Cluster_1139482 Cluster_0614931 Cluster_1214213 Cluster_1745591 Cluster_1194629 EC:3.2.1.17,Non,No
HalfMibigHalfGenome_2376,Cluster_1511960 Cluster_0981192 EC:3.1.2.6 Cluster_0819229 Cluster_0074328 EC:2.6.1.101 Cluster_1809265 EC:2.3.1.46 EC:6.3.5.4 Cluster_0489944 Cluster_0306726 EC:1.17.99.7 EC:3.4.15.5 Cluster_0247963 Cluster_0098991 Cluster_0603803 EC:1.1.1.58 Cluster_0478882 EC:5.1.3.27 Cluster_0178474 EC:4.2.1.2 Cluster_0114397 Cluster_1198253 Cluster_1480252 Cluster_0018194 EC:4.1.2.25 Cluster_1714433 Cluster_1542754 Cluster_0637170 Cluster_0157048 Cluster_0820192 Cluster_0181552 Cluster_1612776 Cluster_0833842 Cluster_1575351 Cluster_0341508 Cluster_0809977 Cluster_0952511 EC:1.10.3.14 EC:2.6.1.11 EC:6.2.1.16 Cluster_0008689 Cluster_0919451 Cluster_0088170 EC:6.2.1.3 Cluster_1176631,Non,No
HalfMibigHalfGenome_2377,EC:5.4.99.21 Cluster_1593853 Cluster_1721143 Cluster_1264296 EC:4.3.1.30 Cluster_0838995 Cluster_1313930 Cluster_0759397 Cluster_1481673 Cluster_1627665 Cluster_1554934 Cluster_0847395 Cluster_0106506 Cluster_1323708 Cluster_0850972 Cluster_0126437 Cluster_0106506 Cluster_0029250 EC:6.2.1.3 Cluster_0553692 Cluster_1433149 Cluster_0424321 EC:1.2.1.71 Cluster_1378313 Cluster_0604809,Non,No
HalfMibigHalfGenome_2378,EC:3.1.3.6 Cluster_1499847 Cluster_0473999 Cluster_0547856 Cluster_0889059 Cluster_0679309 Cluster_1301692 Cluster_0676872 Cluster_0098991 Cluster_1831379 EC:4.2.1.33,Non,No
HalfMibigHalfGenome_2379,Cluster_1083621 Cluster_0283516 Cluster_0643386 Cluster_0298651 Cluster_1747296 Cluster_0497133 Cluster_0964184 Cluster_0669439 Cluster_1516797 Cluster_1795612,Non,No
HalfMibigHalfGenome_2380,EC:4.3.1.24 Cluster_1869535 Cluster_0970312 Cluster_1114507 Cluster_1170884 Cluster_0924258 Cluster_0436945 Cluster_1832105 Cluster_0666768 Cluster_0659906 Cluster_1259413 Cluster_1578244 Cluster_1217882 Cluster_0393170 EC:2.7.13.3 Cluster_0677069 Cluster_1210105 Cluster_0551216 Cluster_0692056 Cluster_0262917,Non,No
HalfMibigHalfGenome_2381,Cluster_0942706 Cluster_0872564 Cluster_1699073 Cluster_1608035 Cluster_1142732,Non,No
HalfMibigHalfGenome_2382,Cluster_0414296 Cluster_1354556 Cluster_1194423 Cluster_0970475 Cluster_0073483 EC:1.2.1.97 Cluster_0643386 EC:2.7.7.n1 Cluster_0972184 Cluster_0629914 Cluster_1464881 EC:2.6.1.112 Cluster_1784763 Cluster_0655274 Cluster_0729721 Cluster_0093731 Cluster_1724883 Cluster_0242670 Cluster_0085109 Cluster_0270527 Cluster_0299413 Cluster_1221368 EC:3.1.26.3 EC:3.5.4.13 EC:6.2.1.3 Cluster_1682983 Cluster_0031642 Cluster_1714141 Cluster_0129904 Cluster_0722998,Non,No
HalfMibigHalfGenome_2383,Cluster_0736645 Cluster_0152797 Cluster_0319149 Cluster_1538385 Cluster_1860410 Cluster_0699537 Cluster_1255414 Cluster_0716946 Cluster_1895294 Cluster_1899467 Cluster_1598103 Cluster_1731254 Cluster_0999981 Cluster_1113872 Cluster_0321044 Cluster_1436981 Cluster_0659041 Cluster_1430523 EC:3.5.3.4 EC:3.6.3.17,Non,No
HalfMibigHalfGenome_2384,Cluster_1191388 Cluster_1298789 Cluster_1206000 Cluster_1246584 Cluster_0390833 EC:5.4.4.2 Cluster_0215837 Cluster_0978682 Cluster_1161265 Cluster_0610627 Cluster_0676762 Cluster_1469421 Cluster_0588039 Cluster_0394343 Cluster_1711994 Cluster_0390833 EC:2.7.7.89 Cluster_1747296 Cluster_1747428 Cluster_0613347 Cluster_0579463 Cluster_1000261,Non,No
HalfMibigHalfGenome_2385,EC:2.1.1.77 Cluster_1549120 EC:5.4.99.21 Cluster_0775885 Cluster_0737205,Non,No
HalfMibigHalfGenome_2386,Cluster_0985574 Cluster_1022680 Cluster_1715312 Cluster_0577550 Cluster_0810944 Cluster_1542754 Cluster_0030300,Non,No
HalfMibigHalfGenome_2387,EC:1.14.13.218 Cluster_0160630 Cluster_1017620 Cluster_0951555 Cluster_0491701 Cluster_0847208 Cluster_1325162 Cluster_0294575 Cluster_0731434 Cluster_1187060 Cluster_0029929,Non,No
HalfMibigHalfGenome_2388,Cluster_1762787 Cluster_1366176 Cluster_0746318 Cluster_0410718 Cluster_1127590 Cluster_1010149 Cluster_1878481 Cluster_0117442 Cluster_0151854 Cluster_0696182,Non,No
HalfMibigHalfGenome_2389,Cluster_0880887 Cluster_1900071 Cluster_0244380,Non,No
HalfMibigHalfGenome_2390,EC:2.1.1.234 Cluster_1209915,Non,No
HalfMibigHalfGenome_2391,EC:5.1.3.13 Cluster_0576923 Cluster_0744485 Cluster_1681299 Cluster_0773676 EC:3.6.3.28 Cluster_1289722 Cluster_1006300 Cluster_0944255 Cluster_1571290 Cluster_1063923 Cluster_1652667 Unknown EC:5.3.1.1 Cluster_1196679 EC:2.1.1.45 Cluster_0631798 Cluster_0136832 Cluster_1796893 Cluster_0708869 Cluster_0805133 Cluster_1898440 Cluster_0857155 Cluster_0469378 Cluster_0805133 Cluster_0540269 Cluster_0694289 Cluster_0321044 Cluster_1770614 Cluster_1900132 EC:2.3.1.193,Non,No
HalfMibigHalfGenome_2392,EC:3.2.1.17 EC:2.6.1.50 Cluster_1852520 Cluster_1199471 Cluster_0044858 Cluster_0874677 Cluster_0494122 Cluster_0606537 Cluster_1718004 Cluster_0436945 EC:3.1.22.4 Cluster_0072736 Cluster_0569818 Cluster_0633605 Cluster_0008689 Cluster_0575339 EC:2.3.1.94 Cluster_1228335 Cluster_1353517 Cluster_1415699 Cluster_0573216 Cluster_0472932 Cluster_1173162 Cluster_0019752,Non,No
HalfMibigHalfGenome_2393,Cluster_0465029 Cluster_0139583 EC:1.14.13.180 Cluster_0878582 EC:3.5.1.62 EC:3.6.3.34 Cluster_1669331 EC:6.2.1.3 Cluster_0671965 Cluster_1714141 Cluster_0021036 Cluster_0114984 Cluster_0168986 Cluster_1562203,Non,No
HalfMibigHalfGenome_2394,Cluster_0468568 Cluster_0212009 Cluster_1143705 Cluster_1283406 EC:2.6.1.52 Cluster_0947447 Cluster_1309827 Cluster_1506527 Cluster_1732872 Cluster_0390833 Cluster_0542469 Cluster_1865959 Cluster_1809265 Cluster_0089494 Cluster_1700573 Cluster_0033257 Cluster_0868596 Cluster_0272898 Cluster_0099704 Cluster_1112601 Cluster_1073845 Cluster_0535282 EC:3.3.1.1,Non,No
HalfMibigHalfGenome_2395,EC:1.5.1.38 Cluster_0320379 Cluster_1854930 Cluster_1454179 Cluster_0197140 Cluster_1291524 EC:4.2.1.46 EC:6.3.4.3 Cluster_1212264 Cluster_1090109 Cluster_0031149 Cluster_0410901 Cluster_1170884 Cluster_1882164 Cluster_1674122 Cluster_0408670 Cluster_1835677 Cluster_1199471 EC:3.1.4.52 Cluster_0664345 EC:1.8.4.11 Cluster_0959609 Cluster_1814246 Cluster_0755575 Cluster_1002439 Cluster_1769386 Cluster_0437499 Cluster_1315019 Cluster_0510830 Cluster_0719311 EC:2.6.1.66 Cluster_0321044 Cluster_0137397 Cluster_0690025 Cluster_0408478 Cluster_1419379 Cluster_1283406,Non,No
HalfMibigHalfGenome_2396,Cluster_0009924 Cluster_1281899 Cluster_1487517 Cluster_1872903 EC:2.7.7.24 Cluster_1564092 Cluster_0423270 Cluster_1165233 Cluster_1900662,Non,No
HalfMibigHalfGenome_2397,EC:5.1.3.13 Cluster_0921693 EC:2.2.1.2 Cluster_0909082 Cluster_1415401 Cluster_1880342 Cluster_0871277 Cluster_0484398 Cluster_0145908 Cluster_1720077 Cluster_0452570 Cluster_0747064 Cluster_1127903 Cluster_0104637 EC:3.6.1.25 Cluster_1328967 EC:2.7.8.5 Cluster_1295399 Cluster_0234613 Cluster_0916006 Cluster_1692644 EC:2.3.1.193 Cluster_0172813 Cluster_1328606 EC:1.1.1.100 EC:1.97.1.4 Cluster_0132907 Cluster_1640664 Cluster_0358535 Cluster_1215312,Non,No
HalfMibigHalfGenome_2398,Cluster_0389855 Cluster_1040713 Cluster_0569818 Cluster_0598808 EC:1.14.11.21 Cluster_0126036 Cluster_1082306 Cluster_1041396 Cluster_0469508 EC:5.4.2.11 Cluster_1431038 Cluster_0818853 Cluster_0389855 EC:2.3.1.94 Cluster_0436945 Cluster_1791307 Cluster_0793025 Cluster_1246475 EC:1.1.1.282 Cluster_0864917 Cluster_1316993 Cluster_1533286 Cluster_1035534 Cluster_0717603 Cluster_1349156 Cluster_1645774 Cluster_0973111 Cluster_1044407 Cluster_0105266 Cluster_1347559 Cluster_1765688 Cluster_0603717 Cluster_0510046 Cluster_1004845 EC:2.3.1.191 Cluster_1013303 EC:2.1.1.148 EC:2.1.1.101 Cluster_1372113 Cluster_0238295 Cluster_1816044 EC:1.1.1.6 EC:3.1.3.89 Cluster_0519424,Non,No
HalfMibigHalfGenome_2399,Cluster_0019752,Non,No
HalfMibigHalfGenome_2400,Cluster_1433277 Cluster_0491061 EC:3.1.2.14 Cluster_0947447 EC:1.1.1.25 EC:3.1.27.3 EC:2.1.3.1 Cluster_1702185 Cluster_0033671 Cluster_0968931 Cluster_1298789 Cluster_0980816 Cluster_1396666 Cluster_1228335 Cluster_1327610 Cluster_0378167 EC:6.4.1.3 EC:1.2.1.31 Cluster_0714008 Cluster_0178747,Non,No
HalfMibigHalfGenome_2401,Cluster_0321203 Cluster_0899541 Cluster_1044407 Cluster_1660539 Cluster_0609903 Cluster_1318551 EC:4.1.2.56 Cluster_1148116 Cluster_1747296 Cluster_0477728,Non,No
HalfMibigHalfGenome_2402,Cluster_0706410 Cluster_1780123 Cluster_0512516 EC:2.4.2.10 EC:2.7.7.66 Cluster_0220559 Cluster_1063303 Cluster_0022699,Non,No
HalfMibigHalfGenome_2403,Cluster_1333109 Cluster_0546025 Cluster_1679175 EC:2.1.1.104 Cluster_0942706 EC:6.2.1.3 Cluster_0252035 Cluster_1035430 Cluster_1044407,Non,No
HalfMibigHalfGenome_2404,Cluster_0515192 Cluster_0606004 Cluster_0223573 Cluster_1663094 Cluster_0848879 Cluster_0819229 Cluster_1389436 Cluster_1601027 Cluster_0737205 Cluster_1085383 Cluster_1766726 Cluster_0682666 Cluster_1761369 Cluster_1124421 EC:1.17.2.1 EC:2.1.1.288 EC:2.3.1.86 Cluster_1061274 Cluster_0808464 Cluster_1143229 Cluster_1408440 Cluster_1108675 EC:2.7.7.87 Cluster_1276271 Cluster_1689946 Cluster_1221411 EC:2.7.1.45,Non,No
HalfMibigHalfGenome_2405,Cluster_0971651 EC:3.2.1.85 Cluster_1411857 Cluster_1056752 Cluster_1776860 Cluster_1044407 Cluster_0596138 Cluster_1457571 Cluster_0640449 Cluster_1190633 EC:2.7.7.7 Cluster_1435456 Cluster_0160159 EC:4.2.1.79 Cluster_0697470 Cluster_0433674 Cluster_0831664 Cluster_1192257 Cluster_0230495 Cluster_0505806 Cluster_1752214 Cluster_1167668 Cluster_0143050 Cluster_1357074 Cluster_0058961,Non,No
HalfMibigHalfGenome_2406,Cluster_1839000 Cluster_1347950 Cluster_1722574 Cluster_1792182 Cluster_1747296,Non,No
HalfMibigHalfGenome_2407,Cluster_0441193 Cluster_0792986 Cluster_1243094 Cluster_0163600 Cluster_0021055 Cluster_1005536 Cluster_0716789 Cluster_0289633 Cluster_1214877 Cluster_1673932 Cluster_1233115 Cluster_0810123 Cluster_1865145 Cluster_0733434 EC:6.3.2.9 Cluster_1663780 Cluster_0189944 Cluster_1593178 Cluster_1288658 Cluster_0953144 Cluster_0556413 Cluster_1551530 Cluster_1180681 Cluster_0534204,Non,No
HalfMibigHalfGenome_2408,Cluster_0947447 Cluster_0358756 Cluster_0087115 Cluster_0410901 EC:2.6.1.1 Cluster_1780452 Cluster_0707423 Cluster_0598523 Cluster_0686841 Cluster_1852520 Cluster_1289595 Cluster_0256472 Cluster_0940597 Cluster_0981217 Cluster_0853903 Cluster_1270508 EC:3.5.4.9 EC:2.6.1.19 Cluster_0306757,Non,No
HalfMibigHalfGenome_2409,Cluster_1310952 Cluster_1088299 Cluster_1478015 Cluster_1458311 Cluster_0984914 EC:1.1.1.298 EC:3.2.1.170 Cluster_0199343 Cluster_1336333 Cluster_1172035 Cluster_0277420 Cluster_1465054 Cluster_1713890 Cluster_1298215 Cluster_0123646 Cluster_0322525 Cluster_0087722 Cluster_1758789 Cluster_1843261,Non,No
HalfMibigHalfGenome_2410,Cluster_0678094 Cluster_1356038 EC:5.3.1.14 Cluster_1442697 EC:5.4.99.62 Cluster_1435475,Non,No
HalfMibigHalfGenome_2411,Cluster_0153188 Cluster_1294163 EC:2.3.1.94 Cluster_0482348 Cluster_1757710 Cluster_0252035 Cluster_1208869 Cluster_1018704 Cluster_0406754 Cluster_1797757 Cluster_1049552,Non,No
HalfMibigHalfGenome_2412,Cluster_0959478 Cluster_0047049 Cluster_0948512,Non,No
HalfMibigHalfGenome_2413,Cluster_0483174 Cluster_0671965 Cluster_0675891,Non,No
HalfMibigHalfGenome_2414,Cluster_1203643 Cluster_1610903 Cluster_0204779 Cluster_1823061 Cluster_0518559 Cluster_1885865 Cluster_1224734 Cluster_0520774 Cluster_1349926 Cluster_1551024 Cluster_0858785 Cluster_1014474 EC:2.4.2.49 Cluster_1463912 Cluster_0087115 Cluster_0902492 Cluster_0852676 Cluster_1715719 Cluster_1893359 Cluster_1497779,Non,No
HalfMibigHalfGenome_2415,Cluster_0853931 Cluster_1873476 Cluster_0896156,Non,No
HalfMibigHalfGenome_2416,Cluster_1146248 Cluster_0645951 Cluster_0338158 Cluster_0831416 Cluster_0391988 Cluster_1616021 Cluster_0096064,Non,No
HalfMibigHalfGenome_2417,Cluster_1338835 Cluster_1568898 Cluster_0117072 Cluster_0947052 Cluster_1524129 Cluster_0202892 Cluster_0181202 Cluster_0164188 EC:1.1.1.93 Cluster_0197140 Cluster_0049044 Cluster_0415664 Cluster_1245317 Cluster_1255664 Cluster_1569962 Cluster_0331473 Cluster_0892988 Cluster_0914071 EC:2.6.1.52 Cluster_1340712 Cluster_1200500 Cluster_0519972 Cluster_0906311 Cluster_0609936 Cluster_1653936 Cluster_0005046 EC:1.1.1.133 Cluster_1561635 Cluster_1424879 Cluster_1027465 Cluster_0776974 Cluster_1845293 Cluster_0614932 Cluster_0817382 Cluster_1515915 Cluster_0409832 Cluster_1733812 Cluster_1332576 Cluster_1845293 Cluster_1663651 Cluster_1801333 Cluster_1592815 Cluster_0991655 EC:1.1.1.346 Cluster_1693722 Unknown Cluster_0406699 Cluster_0662321 Cluster_0781194 Cluster_1414029 Cluster_0019973 Cluster_0390833 Cluster_0406868 Cluster_0840679,Non,No
HalfMibigHalfGenome_2418,Cluster_1789428 Cluster_0485508 Cluster_1822852 Cluster_0230495 Cluster_1309145 Cluster_0866470 Cluster_0886651 Cluster_1173962 EC:6.2.1.26 Cluster_0270089 EC:2.1.1.45 Cluster_1350005 EC:2.3.1.239 Cluster_1340063 Cluster_0549477 Cluster_1159173 Cluster_0855312 Cluster_0042757 Cluster_0028072 Cluster_0420680 Cluster_1206801 Cluster_1040276 Cluster_0624408 Cluster_1759427 Cluster_1249665 Cluster_0385013 Cluster_0557250 Cluster_1551982 Cluster_0512516 EC:3.6.3.17 Cluster_1809265 Cluster_0310710 Cluster_1073396 Cluster_1245144 Cluster_0936751 Cluster_0971254 Cluster_0761976 Cluster_1000611 Cluster_1869321 Cluster_0930279,Non,No
HalfMibigHalfGenome_2419,Cluster_0482348 Cluster_1802083 Cluster_1002254 Cluster_1483775 Cluster_0381595 Cluster_0910924 Cluster_0256921 Cluster_0990251 Cluster_1023676 Cluster_1479722 Cluster_1122439 EC:2.5.1.15 Cluster_0926857 Cluster_1231403 Cluster_0519424 EC:4.1.2.48 Cluster_0410901 EC:3.5.1.124 Cluster_0512516,Non,No
HalfMibigHalfGenome_2420,Cluster_0923167 Cluster_0540862 Cluster_1843375 Cluster_1687354 EC:5.4.99.18 Cluster_0741761 Cluster_1513052 Cluster_1221122 Cluster_0720328 Cluster_1438922 EC:2.1.2.11,Non,No
HalfMibigHalfGenome_2421,Cluster_1271853 Cluster_1561029 Cluster_0816587 Cluster_1125707 EC:3.1.21.2 EC:2.7.8.33 Cluster_1263832,Non,No
HalfMibigHalfGenome_2422,Cluster_0157150 Cluster_1778935 Cluster_0999485 Cluster_1909340,Non,No
HalfMibigHalfGenome_2423,Cluster_1644386 Cluster_1714811 EC:2.6.1.83 Cluster_0343222 Cluster_1673472 Cluster_1094889 Cluster_1827681 Cluster_0011227 Cluster_1110989 Cluster_1161265 EC:2.7.7.65 EC:4.2.1.45,Non,No
HalfMibigHalfGenome_2424,Cluster_0105435 Cluster_0856263 Cluster_0653319 Cluster_0580918 Cluster_1102874 Cluster_0242179 EC:6.2.1.3 Cluster_1551024 Cluster_1124421 Cluster_0779982 Unknown Cluster_1027014,Non,No
HalfMibigHalfGenome_2425,Cluster_1403075 Cluster_1429776 Cluster_0558641 Cluster_0358660 Cluster_0692439 Cluster_0364722 Cluster_0301465 Cluster_1465054 EC:1.2.1.71 Cluster_0966815 EC:3.5.3.26 Cluster_0372144 EC:1.2.1.38 Cluster_0227835 Cluster_0531267 Cluster_0240667 Cluster_1872105 Cluster_0247111 Cluster_0815346 Cluster_1702185 Cluster_0951580 Cluster_1404323 Cluster_1420348 Cluster_0036919 Cluster_0620867,Non,No
HalfMibigHalfGenome_2426,Cluster_0172813 Cluster_1897288 Cluster_1560549 EC:1.16.1.3 Cluster_1503916 Cluster_1236607 Cluster_1026126 Cluster_0490993,Non,No
HalfMibigHalfGenome_2427,Cluster_0439331 Cluster_0410476,Non,No
HalfMibigHalfGenome_2428,Cluster_1519971 Cluster_1168354 EC:3.1.3.97 EC:3.5.1.18 Cluster_0313221 EC:2.7.8.26 Cluster_1861843 Cluster_1843261 Cluster_1681946 Cluster_0645875 EC:1.10.3.2 Cluster_1278512 Cluster_1617505 Cluster_1745983 EC:2.1.1.74 Cluster_1384555 Cluster_1437315 Cluster_0370625 Cluster_1217882 Cluster_0972633 Cluster_1564253 Cluster_0298948 Cluster_1104875 Cluster_1557573 Cluster_1012103 Cluster_1154927 Cluster_1615889 Cluster_0578272 Cluster_0410718 Cluster_1313057 Cluster_1847397 Cluster_1559849 Cluster_1005469 Cluster_1669566 EC:4.1.2.21 Cluster_0638488 Cluster_1374164,Non,No
HalfMibigHalfGenome_2429,EC:5.4.4.2 Cluster_0953715 Cluster_0896276 Cluster_1598111 Cluster_0927782 Cluster_1775969 Cluster_1186676 Cluster_0843532 Cluster_0640994 Cluster_1794220 Cluster_0866344 Cluster_1760642 EC:4.1.1.18 Cluster_1614090 Cluster_0355445 Cluster_0164756 Cluster_1427812,Non,No
HalfMibigHalfGenome_2430,Cluster_1239265 EC:1.3.1.98 Cluster_1616723 Cluster_1324087 Cluster_1821047 Cluster_0705899 Cluster_0444557 Cluster_1108014 EC:4.1.1.32 EC:3.5.4.13 Cluster_0390833 EC:3.6.3.41 Cluster_0417016 Cluster_0036919 Cluster_0261420 Cluster_0310506 Cluster_1192257 Cluster_0632996,Non,No
