ID,sentence,labels,isBGC
BGC0001150,Cluster_0207207 Cluster_1736174 Cluster_1765038 EC:2.3.1.180 Cluster_0848776 Cluster_0947447 Cluster_0633605 Cluster_0321234 Cluster_0321234 Cluster_0909082 Cluster_0321234 Cluster_0848776 Cluster_0928655 Cluster_0349490 Cluster_0618865 Cluster_0269899 Cluster_1539341 Cluster_1323708 Cluster_0743138 Cluster_0970700,Polyketide,Yes
BGC0001377,Cluster_1677301 Cluster_1017781 Cluster_0826075 Cluster_0470041 Cluster_1218320 Cluster_1149837 Cluster_1142732 Cluster_0404609 Cluster_0277420 Cluster_0983199 Cluster_1719468 Cluster_1464558 Cluster_1228712 Cluster_1699011 Cluster_0529774 Cluster_0757257 Cluster_1192257 Cluster_0407993 EC:2.7.11.1 Cluster_1722574 Cluster_0615543 Cluster_0615543 Cluster_1221717 Cluster_1217882 Cluster_1217882 Cluster_1281873 Cluster_1189305 Cluster_1836406 Cluster_1835762 Cluster_0853930 Cluster_0234613 Cluster_1434736,Polyketide,Yes
BGC0002307,Cluster_0247860 Cluster_1568872 EC:3.6.3.25 Cluster_0097784 Cluster_1007217 Cluster_0640009 Cluster_0189279 Cluster_0726836 Cluster_1708280 Cluster_0187819 Cluster_1449514 Cluster_0518461 Cluster_0115489 Cluster_0659041,RiPP,Yes
BGC0000616,Cluster_1714520 Cluster_1200879 Cluster_0836435 Cluster_0315291 Cluster_0389731 Cluster_0969997,RiPP,Yes
BGC0001795,EC:2.4.1.1 EC:2.1.1.77 Cluster_0792342 EC:2.1.1.77 EC:2.3.1.39 Cluster_1826643 Cluster_1873753,Polyketide,Yes
BGC0000671,EC:5.5.1.14 EC:1.14.13.144 EC:1.1.1.100 EC:1.1.1.288 EC:4.2.3.19 Cluster_1422405 EC:1.14.13.144,Terpene,Yes
BGC0001684,Cluster_0513864 Cluster_1678386 Cluster_0836435 Cluster_0755829,Other,Yes
BGC0002703,Cluster_1061393 Cluster_1367625 Cluster_0474666 Cluster_0820569 Cluster_1365015 Cluster_1580145 Cluster_0895345 Cluster_1519585 EC:2.7.7.7,RiPP,Yes
BGC0001379,Cluster_1061124 Cluster_1012103 Cluster_0908095 Cluster_1016473 Cluster_0349684 Cluster_1567612 Cluster_0470871 Cluster_0352153 Cluster_1163314 Cluster_1489985 EC:6.1.2.2 Cluster_0447698 Cluster_0790875 Cluster_0165684 Cluster_0751542 Cluster_1690299 Cluster_1060846 Cluster_0308452 Cluster_0997803 Cluster_0601168 Cluster_1537543 Cluster_1556167 Cluster_0833709 EC:4.3.1.17 EC:2.1.2.1 Cluster_0923304 EC:2.1.2.10 Cluster_1540204,NRP,Yes
BGC0000645,Cluster_0611922 Cluster_1242983 EC:2.5.1.32 Cluster_0611922 Cluster_0716389 Cluster_1146564,Terpene,Yes
BGC0000058,Cluster_1465054 Cluster_1465054 Cluster_1555084 Cluster_0779982 EC:2.3.1.94 Cluster_1809265 Cluster_0451180 Cluster_0659041,Polyketide,Yes
BGC0001447,Cluster_0350895 Cluster_0084649 Cluster_1380736 Cluster_1199430 Cluster_0616067 Cluster_1301225 EC:3.1.1.61 Cluster_1210845 Cluster_0123383 Cluster_0207207 Cluster_1081185 Cluster_1082302 EC:6.4.1.3 Cluster_1480757 Cluster_1081185 Cluster_0483757 EC:3.6.3.41 Cluster_1103160 Cluster_0616194 Cluster_0041051 Cluster_1326948 EC:2.3.1.94 Cluster_1586299 EC:2.3.1.38 EC:2.3.1.38 Cluster_1465054 EC:2.3.1.94 EC:2.3.1.38 EC:2.3.1.94 EC:2.3.1.94 Cluster_1012208 Cluster_0590487 Cluster_1310606 Cluster_1789428 Cluster_1568872 Cluster_0659041 Cluster_1466241,Polyketide,Yes
BGC0002342,Cluster_0640161 Cluster_1313057 Cluster_1500245 Cluster_0798604 Cluster_1159173 Cluster_0781194 Cluster_0051167 EC:6.2.1.26 Cluster_1516797,NRP Polyketide,Yes
BGC0000229,Cluster_0506501 EC:2.3.3.9 Cluster_1174607 Cluster_1072311 Cluster_1192257 Cluster_0759862 Cluster_0207207 Cluster_1514163 Cluster_0966815 EC:2.3.1.179 EC:2.3.1.179 Cluster_0714518 EC:1.1.1.100 Cluster_0662321 Cluster_0966815 Cluster_1192257 Cluster_1910999 Cluster_0805133 EC:5.1.3.13 Cluster_0805133 Cluster_0882919 EC:4.2.1.46 Cluster_1579119 Cluster_1021965 Cluster_0750702 Cluster_0716432 Cluster_0390833 Cluster_0010015 EC:6.4.1.3 EC:1.1.3.45 Cluster_0970700 EC:1.2.7.3 EC:1.2.7.3 Cluster_0599914,Polyketide Saccharide,Yes
BGC0000648,Cluster_0786272 EC:1.3.99.29 EC:2.5.1.32 Cluster_0611922 Cluster_1473317 Cluster_1637310 Cluster_0630219 Cluster_0697876 Cluster_1146564 Cluster_0311129 Cluster_0311129,Terpene,Yes
BGC0000870,EC:2.1.1.79 EC:2.1.1.79 EC:2.1.1.79 EC:2.1.1.79,Other,Yes
BGC0000245,EC:2.7.7.4 EC:2.7.1.25 EC:1.8.4.8 Cluster_0613912 Cluster_0269854 Cluster_0970700 Cluster_1742560 Cluster_1736174 Cluster_0199343 Cluster_1769899 EC:2.3.2.27 Cluster_0714518 Cluster_1872105 EC:6.4.1.3 Cluster_0662321 EC:2.6.1.50 EC:2.7.7.24 EC:4.2.1.46 Cluster_0390833 EC:2.1.1.234 Cluster_1579119 Cluster_1882849 Cluster_1854977 Cluster_0783517 Cluster_1389436 Cluster_1714433 Cluster_0199343 Cluster_0805133 Cluster_1433786 Cluster_0819229 Cluster_1873024 EC:2.3.1.179 Cluster_0947447 Cluster_0566414 Cluster_1663733 Cluster_0165685,Polyketide,Yes
BGC0001213,Cluster_1199431 Cluster_1199432 Cluster_1389436 Cluster_0193982 Cluster_1161265 Cluster_1051913 Cluster_1082712 Cluster_0410901 EC:3.6.3.42 Cluster_0457019 Cluster_1872105 Cluster_1616016 Cluster_1463750 EC:3.3.2.15 Cluster_0819229 Cluster_0547444 Cluster_0513957 Cluster_0618865 Cluster_0455485 Cluster_1886963 Cluster_1159173 Cluster_1166242 Cluster_1736174 Cluster_1389436 Cluster_0739722 Cluster_0293508 Cluster_1159173,Polyketide,Yes
BGC0000612,EC:3.6.3.41 EC:2.3.1.57 Cluster_0201498 Cluster_1850108 Cluster_1553363 Cluster_0403459 Cluster_1850108 Cluster_1428882 Cluster_1526134 Cluster_0144626 Cluster_0461104 Cluster_0121101 Cluster_0461259 Cluster_0096064 Cluster_0157748 Cluster_0848613 Cluster_0848613 Cluster_0848613 Cluster_0848613 Cluster_1234071 Cluster_0439403,RiPP,Yes
BGC0000275,Cluster_0430799 Cluster_1192257 Cluster_1731254 Cluster_0966815 Cluster_0849766 Cluster_0907580 Cluster_1403632 EC:2.3.1.179 Cluster_0947447 Cluster_0714518 Cluster_0641043 Cluster_1371088,Polyketide,Yes
BGC0001055,Cluster_0031819 Cluster_0446693 Cluster_0529808 Cluster_0969124 Cluster_0297610 Cluster_1206005 Cluster_0121239 Cluster_0850424 Cluster_0023256 Cluster_0489914 Cluster_1597233 Cluster_1069075 Cluster_1034428 Cluster_1422407 Cluster_1267440 Cluster_1352018 Cluster_0773411 Cluster_0589495 Cluster_0499345 Cluster_0028562 EC:3.6.3.42 EC:3.6.3.42 Cluster_0787769 EC:6.2.1.3 Cluster_0706350 Cluster_1456102 Cluster_1207787 EC:2.7.7.58 Cluster_1771039 Cluster_1422406 Cluster_1140960 Cluster_1044082 Cluster_0299315 EC:3.2.2.4 Cluster_1354660 Cluster_1624383 Cluster_1579643 Cluster_0433711 Cluster_1622106 EC:2.4.2.21 EC:2.7.8.26 Cluster_0015486 Cluster_1775748 Cluster_1669350 Cluster_0812953 Cluster_1127810 Cluster_0670677 EC:4.2.1.28 EC:4.2.1.28 Cluster_1339967 Cluster_1286310 EC:2.7.7.6 Cluster_1127810 Cluster_1588440 Cluster_0094346 Cluster_1854347 Cluster_0200598 Cluster_1567750 Cluster_1605056 Cluster_1326636 Cluster_0325666 Cluster_1739027 Cluster_0088391 Cluster_1857680 Cluster_0914493 Cluster_0801036 Cluster_1215358 Cluster_1591335,NRP Polyketide,Yes
BGC0001761,Cluster_1324949 Cluster_1806974 EC:2.7.7.48 Cluster_1555084 Cluster_1900625 Cluster_0621617 Cluster_0267503 Cluster_1870493 Cluster_1159173 EC:3.4.24.55 Cluster_0567111 Cluster_1739985 Cluster_0497170 Cluster_0649441 Cluster_0242179 Cluster_1900626 Cluster_0335848 Cluster_0223573,Polyketide,Yes
BGC0002480,Cluster_1542812 Cluster_1159173 Cluster_1205967 Cluster_1205967 Cluster_0293508 Cluster_0252035,Polyketide NRP,Yes
BGC0002370,EC:1.1.1.3 EC:4.1.1.20 Cluster_1436844 Cluster_0970700 Cluster_1543635 Cluster_0895346 Cluster_0723958 Cluster_0162044 Cluster_0659041 Cluster_0193962 Cluster_1127545 Cluster_0326445 Cluster_0610929 Cluster_0488338 Cluster_0329918 Cluster_1649982 Cluster_0938531 Cluster_0436945 Cluster_1767567 Cluster_1207787 Cluster_0440532 Cluster_1863087 Cluster_1371088 Cluster_1704211 EC:5.4.99.15 EC:6.2.1.16 Cluster_1714141 EC:6.2.1.3 Cluster_0617969 Cluster_1760289,NRP,Yes
BGC0000174,EC:2.7.7.59 EC:2.1.1.77 EC:2.4.1.13 Cluster_1465054 EC:1.2.1.10,Polyketide,Yes
BGC0001601,Cluster_1873517 Cluster_1481685 Cluster_1877411,RiPP,Yes
BGC0001516,Cluster_1669326 Cluster_1866339 Cluster_0406238 Cluster_1170884 Cluster_0857149 Cluster_0742810 Cluster_1354182,NRP,Yes
BGC0002580,Cluster_0195297 Cluster_1467722 Cluster_1065864 Cluster_0505411,RiPP,Yes
BGC0002444,Cluster_0431146,Terpene,Yes
BGC0002575,Cluster_0214596 Cluster_0970700 Cluster_0418091 Cluster_1523706 Cluster_1139482 Cluster_0410901 Cluster_1314274 Cluster_0782912 Cluster_0319160 Cluster_0319160,RiPP,Yes
BGC0001156,Cluster_0909082 Cluster_0411007 Cluster_1886963 Cluster_1547076 Cluster_0268470 Cluster_1706798 Cluster_0618865 Cluster_0311856 Cluster_0106268 Cluster_0528796 Cluster_0105435 Cluster_1221368 Cluster_0126437 Cluster_0786272 EC:1.17.7.4 EC:1.17.7.3 EC:2.2.1.7 EC:4.1.2.56 EC:4.1.99.20 Cluster_1722574 Cluster_1281899 Cluster_1551530 Cluster_1410163 EC:1.1.1.100 Cluster_1167706 EC:1.1.1.53 Cluster_0454615 Cluster_0618865 Cluster_0947447 Cluster_1192257 Cluster_1049003,Terpene,Yes
BGC0002694,Cluster_0641102 EC:3.6.3.28 Cluster_0961172 Cluster_0620867 Cluster_0871502 Cluster_1531201 Cluster_0657968 Cluster_1040619 Cluster_0618865 Cluster_0027513 Cluster_0458019 EC:3.6.3.43,Other,Yes
BGC0001906,EC:3.2.1.23 Cluster_1205970 Cluster_1205968 Cluster_0909082 Cluster_1205969 Cluster_0643386 EC:1.10.3.2 EC:2.7.7.6 Cluster_1634114,Polyketide,Yes
BGC0000966,Cluster_0754237 Cluster_1209756 Cluster_1345602 Cluster_0770765 Cluster_1770614 EC:3.6.3.44 EC:3.6.3.44 Cluster_0500927 Cluster_0641043 Cluster_1161265 Cluster_1144960 EC:2.7.7.58 EC:2.7.7.58 Cluster_1021965 Cluster_1180961 EC:2.7.7.42 Cluster_1396666 Cluster_1680467 Cluster_1501678 Cluster_0964777 Cluster_0609398 Cluster_1278512 Cluster_1434733 Cluster_0230495 Cluster_1579339,NRP Polyketide,Yes
BGC0002178,Cluster_0898982 Cluster_1780452 EC:3.1.1.4 Cluster_1514712 Cluster_0738937 Cluster_0622252 Cluster_0165686 Cluster_0165688 EC:6.2.1.3 Cluster_1291524 Cluster_1519434 Cluster_0165687 Cluster_1680643 Cluster_0650602 Cluster_0421823 Cluster_0916006 Cluster_1842633,NRP,Yes
BGC0001984,Cluster_1669331 Cluster_1228335 Cluster_1854977 Cluster_0293508 Cluster_1303395 Cluster_1303395 Cluster_1880097 Cluster_1228335 EC:6.2.1.3 EC:6.2.1.3 EC:6.2.1.3 Cluster_1217882,NRP,Yes
BGC0000232,Cluster_0846291 Cluster_1354184 Cluster_1514163 Cluster_0907580 EC:2.3.1.179 Cluster_1354185 Cluster_0947447 Cluster_0990251 Cluster_0966815 Cluster_1361771 Cluster_1563710 Cluster_0400154 Cluster_0675891 Cluster_1061124 Cluster_0714518 EC:3.1.1.3 Cluster_0819229 Cluster_0662321 Cluster_0775749 Cluster_0966815 Cluster_0819229 Cluster_1192257 Cluster_1371088 EC:1.1.1.53 Cluster_0759862 Cluster_1873024 Cluster_1799885 Cluster_0078381 Cluster_0970700 Cluster_0420096 Cluster_0294575 Cluster_1354183 Cluster_1882849,Polyketide,Yes
BGC0002451,Cluster_0242179 EC:6.2.1.3 Cluster_0572811 Cluster_1069295 Cluster_1491047 Cluster_1275743 Cluster_1107137 EC:1.1.1.206 Cluster_1102874 Cluster_1485282 Cluster_0205687,Polyketide,Yes
BGC0002546,Cluster_1184475 EC:3.6.4.12 Cluster_1658632 Cluster_0272898 Cluster_0896762 Cluster_1852520 Cluster_0716739 Cluster_1852520 Cluster_1390920 Cluster_1698075 Cluster_0459530,NRP Polyketide,Yes
BGC0002533,Cluster_1514533 Cluster_0664101 Cluster_0787769 Cluster_1776296 Cluster_0770765 EC:6.2.1.3 EC:1.14.13.7 Cluster_1456102 Cluster_1207787 Cluster_1084729 Cluster_0176291 Cluster_0410901 Cluster_0349684 Cluster_1815900 Cluster_0895347 Cluster_1821912,NRP Polyketide,Yes
BGC0001706,Cluster_1780452 Cluster_1852520 Cluster_0072831 Cluster_1722574 Cluster_0019752 Cluster_0240933 Cluster_1381725 Cluster_0820449 Cluster_1722574 Cluster_0431146 Cluster_0431146 Cluster_1722574 Cluster_1852520,Terpene,Yes
BGC0000963,Cluster_1228335 EC:6.2.1.3 Cluster_0046549 Cluster_0585700 Cluster_1207787 Cluster_0601168 Cluster_1514713 Cluster_0031642 Cluster_0835040 Cluster_1903968 Cluster_1541072 Cluster_0237633 Cluster_1352116 Cluster_0969645 EC:6.2.1.3 Cluster_0983199 Cluster_1124421 EC:2.7.7.89 Cluster_1637488 Cluster_1400275 Cluster_0568812 Cluster_0640009 EC:6.2.1.3 Cluster_1672803 Cluster_1228335 Cluster_0782081 Cluster_1639356 Cluster_1413801 Cluster_0961951 Cluster_1900639 EC:2.7.1.167 EC:1.3.98.3,NRP Polyketide Saccharide,Yes
BGC0000673,EC:3.6.4.13 Cluster_0820449 EC:1.1.1.34,Terpene,Yes
BGC0000515,Cluster_0219034 Cluster_0415330 EC:3.6.3.44 Cluster_1090234 Cluster_0163600 EC:2.7.13.3 Cluster_1616738 Cluster_1507856 Cluster_0403031 Cluster_1139482,RiPP,Yes
BGC0001146,Cluster_1046583 Cluster_1890282 Cluster_0500254 Cluster_1406014 Cluster_1541026 Cluster_0121101 Cluster_0321044,RiPP,Yes
BGC0001963,Cluster_0261484 Cluster_1166034 Cluster_0229974 EC:2.3.1.94 Cluster_1731644 EC:1.21.98.1 Cluster_0447189 Cluster_0805133 Cluster_1274020 Cluster_0062518 EC:2.7.13.3 Cluster_0163600 Cluster_1362134 Cluster_1579119 Cluster_1278512 EC:2.5.1.120 Cluster_1567247 Cluster_1514715 EC:2.7.8.7 Cluster_1207787 Cluster_0010015 Cluster_1693722 Cluster_1145220 Cluster_1169770 Cluster_1845293 Cluster_0031642 Cluster_1039329 Cluster_0390833 EC:2.5.1.6 Cluster_0055856 Cluster_1186044 Cluster_0298334 Cluster_0091575 Cluster_0252035 Cluster_1199471 Cluster_1159173 Cluster_0618865 Cluster_1159173 Cluster_1230894 Cluster_0567571 Cluster_1680828 Cluster_0617371 Cluster_1055555 EC:6.2.1.3 Cluster_0420071 Cluster_0031642 Cluster_0779982 Cluster_1465054 Cluster_1465054 EC:2.3.1.94 Cluster_0031642 Cluster_0415564 Cluster_0252035 Cluster_1278512 Cluster_0172537 Cluster_1145220,NRP Polyketide,Yes
BGC0000810,EC:1.14.13.138 Cluster_1870629 Cluster_1870629 Cluster_1870629 EC:1.14.13.139 EC:1.14.13.138 EC:2.4.1.115 Cluster_0688852 Cluster_0688853 Cluster_0688855 Cluster_0688854 Cluster_0688851 EC:4.2.1.20 EC:4.2.1.20 EC:4.2.1.20 EC:1.14.13.137 Cluster_0677391,Alkaloid,Yes
BGC0000043,Cluster_1159173 Cluster_1601025 Cluster_1861854 EC:2.7.13.3,Polyketide,Yes
BGC0000297,Cluster_0238295 Cluster_1542812 Cluster_0603716 Cluster_0445958 Cluster_0735682 Cluster_1242643 Cluster_1073726 EC:1.1.1.100 Cluster_1124421 Cluster_0916006 Cluster_1440759 Cluster_0226072 Cluster_1354874 Cluster_0992319 Cluster_0818593 Cluster_1711876 Cluster_1422408,NRP Polyketide Saccharide,Yes
BGC0000847,Cluster_1792169 Cluster_0165961 Cluster_0819229 Cluster_1165104 Cluster_1818968 Cluster_0199343 Cluster_0567111 Cluster_1225873 Cluster_0200163 Cluster_0061769 Cluster_1265634 Cluster_1791264 Cluster_1429602 Cluster_0057570 Cluster_1396441 Cluster_1278512 Cluster_1434733 Cluster_1176798 Cluster_1056518 Cluster_1099310 Cluster_0560281 Cluster_0268036 Cluster_1389436 Cluster_1256057 Cluster_0513446 Cluster_0948264 Cluster_0447554 Cluster_0459511 Cluster_1104177 Cluster_1844659,Other,Yes
BGC0000586,Cluster_0857189 Cluster_0688858 Cluster_0805133 Cluster_0314806 Cluster_0498373 Cluster_0688856 Cluster_0507934 Cluster_1694088 Cluster_1439581 Cluster_0688859 Cluster_1075040 Cluster_0885087 Cluster_0861392 Cluster_0410901 Cluster_0688857 Cluster_1311534,RiPP,Yes
BGC0000906,Cluster_0198925 Cluster_0867268 Cluster_1225045 Cluster_1683486 Cluster_1339903 Cluster_0220918 EC:1.2.1.70 EC:2.5.1.61 EC:2.1.1.107 Cluster_0923561 EC:4.2.1.24 Cluster_0710061 Cluster_1720650 Cluster_1720650 EC:5.4.3.8 Cluster_1900627,Other,Yes
BGC0002638,Cluster_1016473 Cluster_1424939 Cluster_0592153 Cluster_0410901 Cluster_0245144 Cluster_0256986 Cluster_0995386 Cluster_0698230 EC:2.7.13.3 Cluster_0163600 Cluster_0321044 Cluster_1013303 Cluster_0410901 EC:6.2.1.25 Cluster_1637488 Cluster_0031642 Cluster_0031642 EC:6.2.1.3 Cluster_0632071 Cluster_1199471 Cluster_0624408 Cluster_1747296 Cluster_1044407 Cluster_1044407 Cluster_0284193 Cluster_0852948 Cluster_1504845 Cluster_0854800 EC:6.2.1.26 EC:4.4.1.19 Cluster_0662076 EC:1.1.3.15 EC:1.13.11.46 EC:2.6.1.103 Cluster_0052113 Cluster_0498304 Cluster_1024799 EC:3.6.3.28,NRP,Yes
BGC0001381,Cluster_0201427 Cluster_0099809 Cluster_1873309 Cluster_0137459 Cluster_1094817 Cluster_1424732 Cluster_0942706 Cluster_0466820 EC:1.2.1.30 Cluster_0359412 Cluster_0474050 Cluster_0966815 Cluster_0559084 Cluster_1260559 Cluster_1586131 Cluster_1138365 Cluster_1778378 Cluster_0497458 Cluster_0152144 Cluster_0848606 Cluster_0848605 Cluster_1362134 Cluster_1044407 EC:6.2.1.3 Cluster_1206000 Cluster_0294575 EC:5.1.3.13 EC:1.1.1.2 Cluster_0836435 Cluster_1206000 Cluster_0390833 Cluster_1072293 Cluster_0046633 Cluster_1312168 Cluster_1278512 Cluster_1548494 Cluster_0225358 Cluster_0041535 Cluster_1222549 Cluster_0707998 Cluster_1465054 Cluster_1555084 Cluster_1465054 Cluster_1465054 Cluster_0805133 Cluster_0055856 Cluster_1145220 Cluster_1044407 EC:4.2.1.119 Cluster_0779982 Cluster_1207787 Cluster_0600416 EC:2.7.7.24 Cluster_1186044 Cluster_0321044 Cluster_0041051 Cluster_0055856 Cluster_0682464 Cluster_1658632 EC:3.1.3.18 Cluster_1728572 Cluster_1623475 Cluster_0317972 Cluster_1156945 Cluster_0996916 Cluster_0718559 EC:4.3.2.1 Cluster_1370318 Cluster_1668388 EC:1.14.13.59 Cluster_1293088 Cluster_1819092 Cluster_0995324 Cluster_0343484 Cluster_0411835 Cluster_1013303 Cluster_0926530 Cluster_1901740 Cluster_1497698 Cluster_0856282 Cluster_0820446 Cluster_1138361 Cluster_1744568 Cluster_0914215 Cluster_0246828 Cluster_1615329 Cluster_1762081 Cluster_0510923 Cluster_1644399 Cluster_0820447 Cluster_0820448 Cluster_1807726 Cluster_1735367 Cluster_0571991 Cluster_1735367 Cluster_0820445 Cluster_0450194 Cluster_0851363 Cluster_1278512 Cluster_1434733 Cluster_0794167,Polyketide,Yes
BGC0001553,Cluster_1419379 Cluster_0173385 Cluster_1709456 EC:2.4.1.1 Cluster_1044407 Cluster_1773780 Cluster_1669312 EC:3.6.3.20 Cluster_1449151 Cluster_1449151,NRP Polyketide,Yes
BGC0001475,EC:4.2.1.9 Cluster_1033486 Cluster_1616021 Cluster_1852520,Terpene,Yes
BGC0000149,Cluster_1207787 Cluster_1514431 Cluster_1205971 EC:2.7.7.42 EC:2.3.1.94 EC:2.3.1.38 Cluster_1465054 EC:1.1.1.3 Cluster_1555084 Cluster_1555084 Cluster_0026686 Cluster_0105435 Cluster_1637280,Polyketide,Yes
BGC0000096,Cluster_1199439 Cluster_1199434 Cluster_1199448 Cluster_1199444 Cluster_1199449 Cluster_1199440 Cluster_1199441 Cluster_0616166 Cluster_1436510 Cluster_0569818 Cluster_0704649 Cluster_0393170 Cluster_1199442 Cluster_1199443 Cluster_1100492 Cluster_1199433 Cluster_1073142 Cluster_1199446 Cluster_1199447 Cluster_1199435 Cluster_1199450 Unknown Cluster_1199437 Cluster_1199436 Cluster_1199445 Cluster_0018194 EC:4.2.1.49 EC:2.3.1.165 EC:2.3.1.94 EC:2.3.1.94 EC:2.3.1.38 EC:2.1.1.235 Cluster_0616194 EC:2.4.1.316 EC:1.3.1.86 Cluster_1199452 Cluster_1199453 Cluster_1044407 Cluster_1199451 EC:2.1.1.33 Cluster_1199438 Cluster_1424732 Cluster_1199454,Polyketide,Yes
BGC0002421,Cluster_0469508 Cluster_0735701 Cluster_1192257 Cluster_1115462 EC:1.14.13.195 EC:6.2.1.3 EC:2.7.7.59 Cluster_0098991 Cluster_1224699 Cluster_1417483 Cluster_0264961 EC:3.6.3.34 Cluster_1228335 Cluster_1199471 Cluster_0551471,NRP,Yes
BGC0000814,Cluster_0958224 EC:3.5.1.4 Cluster_1759893 Cluster_1017026 Cluster_0267864 Cluster_0832358 Cluster_1457571 EC:3.6.1.27 Cluster_0464256 Cluster_0197315 Cluster_0078706 EC:2.3.1.181 EC:1.1.1.133 EC:4.2.1.46 EC:2.7.7.24 Cluster_0617969 Cluster_0779576 Cluster_0985905 Cluster_1809265 EC:4.3.3.5 EC:1.4.3.23 EC:1.21.98.2 Cluster_0966815 Cluster_1809265 Cluster_1273732 Cluster_0134368 Cluster_1877696 Cluster_1259212 Cluster_0238085 EC:3.6.3.17 Cluster_1606065 Cluster_0554161 Cluster_0074328 EC:3.6.3.28 EC:2.7.1.21,Alkaloid,Yes
BGC0000721,Cluster_0597730 Cluster_1626917 Cluster_0593393 Cluster_1422413 Cluster_1795359 Cluster_0419091 Cluster_1167541 Cluster_0958446 Cluster_1290296 Cluster_0512464 Cluster_1244986 Cluster_0997762 Cluster_1422410 Cluster_1422412 Cluster_1681033 Cluster_1001616 Cluster_1422411 Cluster_0919734 EC:1.1.1.329 Cluster_1451418 EC:2.6.1.94 Cluster_0196669 EC:6.1.2.2 EC:2.6.1.101 EC:4.2.3.4 Cluster_0646080 EC:2.4.1.301 Cluster_0673184 EC:2.6.1.101 Cluster_1422409 EC:2.4.1.283 Cluster_0751542 Cluster_1900071 Cluster_0968728 EC:1.1.3.15 Cluster_0601168 Cluster_0571584,Saccharide,Yes
BGC0002271,Cluster_0306482 Cluster_0820476 Cluster_0431146 Cluster_0641043,NRP,Yes
BGC0002468,Cluster_1291524 Cluster_0727372 Cluster_0620867 Cluster_0961172 Cluster_0871502 Cluster_0172813 EC:6.2.1.3 Cluster_1207787 Cluster_1555096 Cluster_0811459 Cluster_0727372 Cluster_1806704 EC:4.1.1.22 Cluster_1703107 Cluster_0923933,NRP,Yes
BGC0001154,Cluster_0624408 Cluster_0995324 Cluster_0322603 EC:6.2.1.3 Cluster_1591860 Cluster_1018474 EC:1.1.1.100 Cluster_1199471 Cluster_1044407 Cluster_1485282 Cluster_1747296 Cluster_1149399 Cluster_1192257 Cluster_1593178,Other,Yes
BGC0001064,EC:6.2.1.3 Cluster_0293508 Cluster_1205967 Cluster_1159173 Cluster_0947447 EC:2.3.3.10 Cluster_0410718 Cluster_1159173 Cluster_0152797 Cluster_1822826 Cluster_0923550 Cluster_0196669,Polyketide,Yes
BGC0001189,Cluster_0548389 Cluster_1199471 Cluster_0440532 Cluster_0969645 Cluster_0307841 Cluster_0603716 EC:2.7.7.89 Cluster_0172813 Cluster_0035385 Cluster_0804012 Cluster_1417483 Cluster_0228629 Cluster_0098991 Cluster_0886620 Cluster_0983609 EC:1.14.13.195 EC:2.7.8.7 Cluster_0551471,NRP,Yes
BGC0001788,EC:2.7.13.3 Cluster_0970700 Cluster_1261696 Cluster_1261696 Cluster_1261696 Cluster_0820569 Cluster_1415601 EC:3.6.3.25 Cluster_1755456 Cluster_0441947,RiPP,Yes
BGC0002528,Cluster_1488613 Cluster_1564092 EC:1.3.1.28 EC:6.2.1.3 Cluster_0996684 EC:2.7.7.58 EC:5.4.4.2 Cluster_1457571,NRP,Yes
BGC0002195,Cluster_1429890 Cluster_1091368 Cluster_0021055,Other,Yes
BGC0001738,EC:6.2.1.3 Cluster_1782906 Cluster_0021055 Cluster_0099605 Cluster_0641043 Cluster_0024373 Cluster_0272898,NRP Polyketide,Yes
BGC0001380,Cluster_0536167 Cluster_0623293 EC:2.1.1.79 Cluster_0361789 Cluster_0580918 Cluster_1199455 Cluster_1579567 Cluster_0803925 Cluster_0304299 Cluster_0763814 Cluster_0814828 Cluster_0551597 EC:2.7.7.9 Cluster_1235188 Cluster_0581049 Cluster_1520590,Saccharide,Yes
BGC0001275,EC:2.3.1.165,Polyketide,Yes
BGC0001722,Cluster_0643386 Cluster_0011227 Cluster_1178519 Cluster_1722574 Cluster_1756868 Cluster_1780452,Polyketide,Yes
BGC0000200,Cluster_1367082 EC:2.1.1.163 Cluster_0805133 Cluster_1347753 Cluster_0640009 Cluster_0641043 Cluster_1789428 EC:3.6.3.17 Cluster_0805133 Cluster_0966815 Cluster_1205972 Cluster_0641043 Cluster_1397627 Cluster_0907580 Cluster_1403632 EC:2.3.1.179 Cluster_0947447 Cluster_0714518 Cluster_0844170 Cluster_1422424 Cluster_1563710 Cluster_0862041 Cluster_1196837 Cluster_0750702 Cluster_1422424 Cluster_0456024 EC:1.1.1.100 Cluster_1700351 Cluster_0456024 Cluster_0966815 Cluster_0659041 Cluster_1568872 Cluster_1653799 Cluster_1371088 Cluster_1762676,Polyketide Saccharide,Yes
BGC0002233,Cluster_1698075 Cluster_1772120 EC:6.1.1.18 Cluster_0230495 Cluster_0895348 Cluster_1698075 Cluster_0230495 Cluster_0375941 Cluster_0968120 Cluster_1371828 Cluster_1374250 Cluster_0306757,Polyketide,Yes
